iso3,mode_id,specification,definition,restriction_warning,wing
GUY,A01b,"Person is born abroad to a citizen otherwise than by descent.;
Person is born abroad to a citizen who was also born abroad.",NA,NA,parentage
HND,A01b,Person is born abroad to a citizen by birth.,NA,NA,parentage
HRV,A01b,"Person is born abroad to two citizens.; Person is born abroad to at least one Croatian citizen and birth is registered in Croatian consulate or registrar (in Croatia) before the age of 21, or person is older than 21 and within two years from the entry into force of the law (i.e. 1 January 2022) person submits application for registration as Croatian citizen (conditional on Interior ministry security checks). Or person is born abroad to a parent who is a citizen and another parent who is stateless or of unknown citizenship.",NA,dual,parentage
HTI,A01b,"Person is born abroad to two citizens who have never renounced their citizenship.;
Person is born abroad to a father who is not a citizen and a mother who is a citizen. Declaration must be lodged within one year of reaching the age of majority.
",NA,dual,parentage
HUN,A01b,Person is born abroad to a citizen.,NA,NA,parentage
IDN,A01b,"Person is born in wedlock to a citizen or out of wedlock to a mother who is a citizen. If the person also acquired another citizenship, s/he needs to choose between the different citizenships upon reaching the age of 18 or upon marriage.",NA,wedlock,parentage
IND,A01b,Person is born abroad to a parent who is a citizen other than by descent.; Person is born abroad to a parent who is a citizen by descent. The child only acquires citizenship if s/he is registered at an Indian consulate or if the parent is in the service of India. The birth will not be registered unless the parent declares that the child does not hold a passport of another country.,NA,NA,parentage
IRL,A01b,"Person is born abroad to a citizen.;

Person and parent are both born abroad (which includes Northern Ireland), unless the parent is abroad in public service.",NA,NA,parentage
IRN,A01b,"Person who is a child of a male citizen.;
Person who is a child of a female citizen",NA,father-citizen,parentage
IRQ,A01b,"Person is born abroad to a male citizen.;The Minister may consider Iraqi any person born outside Iraq to an Iraqi mother and an unknown or stateless father, if he chooses the Iraqi
nationality, within one year from coming of age (reaching the age of majority), unless he fails to do so, due to difficult circumstances, provided that he is residing within Iraq at the time of application for the Iraqi nationality.",NA,father-citizen,parentage
ISL,A01b,Person is born abroad to a citizen.,NA,NA,parentage
ISR,A01b,Person is born abroad to a citizen in one of the manners prescribed in paragraphs a-e. Transmission only to first generation abroad. Children born after the death of their Israeli parent(s) will also be able to acquire Israel citizenship.,NA,NA,parentage
ITA,A01b,Person is born abroad to a citizen.,NA,NA,parentage
JAM,A01b,"Person is born abroad to a Jamaican mother, or to a non-Jamaican mother married to a Jamaican citizen, residing abroad in the employment of the Jamaican diplomatic service. Person is born to a citizen iure soli, iure sanguinis or by registration due to marriage to a citizen.;

Person is a minor and born abroad to a citizen not covered by Article 3C Constitution (see above).

",NA,NA,parentage
JOR,A01b,"Person is born to a father enjoying Jordanian nationality.
",NA,father-citizen,parentage
JPN,A01b,Person is born abroad to a citizen. (But see the interrelationship with mode L06 with regard to those who also acquired at birth the citizenship of their country of birth.),NA,NA,parentage
KAZ,A01b,"Person is born abroad to parents who are both citizens, or to one parent who is a citizen and the other parent is stateless or of unknown citizenship.; Person is born abroad to one parent who is a citizen and at least one parent had permanent residence in Kazachstan at the time of the child's birth. If the parent(s) have permanent residence outside the country, their joint consent is required.",NA,dual,parentage
KEN,A01b,Person is born abroad to a citizen.,NA,NA,parentage
KGZ,A01b,"Person is born abroad to parents who are both citizens. If only one parent is a citizen, the parents' written consent is required.",NA,dual,parentage
KHM,A01b,Person is born abroad to a citizen.,NA,NA,parentage
KIR,A01b,"Person born outside Kiribati after independence day, as long as person's if father is or would have been a citizen of Kiribati on the date of person's birth. (Note gender discrimination - citizenship by descent through father only)",NA,father-citizen,parentage
KNA,A01b,Person is the child of a citizen (registration required).,NA,NA,parentage
KOR,A01b,Person is born abroad to a citizen.,NA,NA,parentage
KWT,A01b,Person is born abroad to a male citizen; Person is born abroad to a female citizen and father is unknown or paternity has not been established.,NA,father-citizen,parentage
LAO,A01b,"Person is born abroad to two citizens, to a citizen and a stateless person, or to at least one citizen who has a permanent address in Laos. In case both parents are citizens but have their permanent address abroad, the child's citizenship will be decided by the parents.",NA,dual,parentage
LBN,A01b,"Person is born abroad to a male citizen. (In Lebanon, there is a problem with individuals who are born out of wedlock not being able to have their birth registered. Lack of birth registration may result in problems with not being considered a citizen. This can be resolved in court, but this is not a simple process. We are not aware of any legal provisions that allow access to citizenship by mother if illegitimate, and on the ground we have never seen cases where this takes place.)",NA,father-citizen,parentage
LBR,A01b,"Person is born abroad to a citizen. Other conditions: must be Negro or of Negro descent. Or person is born outside Liberia of a father who was born a citizen of Liberia and remains so at the time of the birth, and resided in Liberia prior to the birth of the child.",NA,parent-group,parentage
LBY,A01b,Person born abroad to a male citizen if registered within 1 year. Not clear what are the governing rules for female citizens transferring their citizenship (contradiction in the law and governing rules are yet to be issued).,NA,father-citizen,parentage
LCA,A01b,Person is born to a citizen who did not receive citizenship via descent and birth outside the territory.,NA,NA,parentage
LIE,A01b,Person is born abroad to a citizen.,NA,NA,parentage
LKA,A01b,"Person is born abroad to a citizen and is within 1 year after birth registered at the office of a consular officer of Sri Lanka in the country of birth or at the office of the Minister in Sri Lanka.; Person is of full age and sound mind, resident in Sri Lanka, and was not registered in accordance with SRI 5(2). Other conditions: intent to continue to ordinarily reside in Sri Lanka, renunciation of citizenship of another country, and oath of allegiance. Minister may refuse the application on grounds of public policy.",NA,NA,parentage
LSO,A01b,Person is born abroad and either of the parents is a citizen otherwise than by descent.,NA,NA,parentage
LTU,A01b,Person is born abroad to a citizen.,NA,NA,parentage
LUX,A01b,Person is born abroad to a citizen.,NA,NA,parentage
LVA,A01b,"Person is born abroad to two citizens, or to one citizen and LAT 9(2) or 9(5) (regarding dual citizenship) is complied with.",NA,NA,parentage
MAR,A01b,Person is born abroad to a citizen.,NA,NA,parentage
MDA,A01b,Person is born abroad to a citizen.,NA,NA,parentage
MDG,A01b,Person is born  to a parent who is a citizen.,NA,NA,parentage
MEX,A01b,Person is born abroad to a citizen otherwise than by descent.,NA,NA,parentage
MHL,A01b,Person born after effective date of Constitution (1 May 1979) is a citizen if at date of birth either parent is a citizen.,NA,NA,parentage
MKD,A01b,"Person is born abroad to two citizens, or to one parent who is a citizen and the other parent is unknown, stateless or of unknown citizenship.;
Person is born abroad to a citizen (registration by parent before the age of 18), or the person starts residing in Macedonia before the age of 18.; 
Person is born abroad to a citizen (declaration between the age of 18 and 23).",NA,dual,parentage
MLI,A01b,"Person is born abroad to a citizen. (Complicated conditions apply to those born in and out of wedlock, with requirements to establish descent, but the overall effect is to allow transmission if mother or father is a citizen.)",NA,NA,parentage
MLT,A01b,"Person is born abroad and in wedlock to a citizen who has acquired citizenship otherwise than by descent, or out of wedlock to a mother who is a citizen.",NA,wedlock,parentage
MMR,A01b,"Person is born abroad to a parent who is a citizen and the other parent is either also a citizen, associate citizen or 'naturalised' citizen. Or the person is a 3rd generation descendant from 'naturalised' (grand)parents (i.e. person is born to parents both of whom were 'naturalised' citizens and/or associate citizens, and the person's grandparents were 'naturalised' citizens).",NA,dual,parentage
MNE,A01b,"Person is born abroad to two citizens, or to one parent who is a citizen and another parent who is unknown, stateless or of unknown citizenship, or to one parent who is a citizen and the person would otherwise be stateless.;

Person is born abroad to a citizen and the person does not hold citizenship of another country (by registration by parent before the age of 18).;

Person is born abroad to a citizen (by declaration by person between the age of 18 and 23).",NA,dual,parentage
MNG,A01b,"Person is born abroad to two citizens to a citizen and a stateless person, or to a citizen and a foreigner and the parents request the child to acquire Mongolian citizenship by written agreement.",NA,dual,parentage
MOZ,A01b,"Person is child of a citizen working for the Mozambican state.; Person is the child of a citizen and declares through legal representatives or on own behalf, during the year after s/he turns 18, that s/he wishes to be Mozambican.",NA,NA,parentage
MRT,A01b,Person is born abroad and father is a citizen.;Person is born abroad and mother is a citizen. Registration required during the year before he/she reaches the age of majority. Authorities may oppose registration.,NA,father-citizen,parentage
